date_day,date_name,sex_name,geography_name,value_type_name,measures,measures_name,all_persons_aged_16_and_over,total_economically_active_aged_16_and_over,total_in_employment_aged_16_and_over,total_unemployed_aged_16_and_over,total_economically_inactive_aged_16_and_over,all_persons_aged_16_to_64,total_economically_active_aged_16_to_64,total_in_employment_aged_16_to_64,total_unemployed_aged_16_to_64,total_economically_inactive_aged_16_to_64
2017-06-01,Apr 2017-Jun 2017,Total,London,Change on quarter,20100,number of people,8759,42857,70055,-27197,-34098,4275,50326,72215,-21888,-46051
2017-06-01,Apr 2017-Jun 2017,Total,London,Change on year,20100,number of people,37839,73076,87411,-14335,-35237,19640,62314,76609,-14294,-42674
2017-06-01,Apr 2017-Jun 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.4,65.7,5.4,30.6,,78.8,74.4,5.6,21.2
2017-06-01,Apr 2017-Jun 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.9,-0.6,-0.5,,0.8,1.2,-0.5,-0.8
2017-06-01,Apr 2017-Jun 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.7,0.9,-0.4,-0.7,,0.8,1,-0.4,-0.8
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Level,20100,number of people,25765667,17824908,17010116,814789,7940759,20445636,17107363,16305691,801671,3338273
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Change on quarter,20100,number of people,35265,21345,50584,-29243,13920,12573,42329,74096,-31767,-29756
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Change on year,20100,number of people,147504,21312,97472,-76164,126192,55689,55955,137212,-81258,-266
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.2,66,4.6,30.8,,83.7,79.8,4.7,16.3
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.1,-0.2,0,,0.2,0.3,-0.2,-0.2
2017-06-01,Apr 2017-Jun 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,0,-0.4,0.3,,0,0.5,-0.5,0
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Level,20100,number of people,26950585,15725033,15055103,669931,11225552,20702892,15262772,14598645,664127,5440120
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Change on quarter,20100,number of people,32790,55084,68622,-13534,-22294,13258,67103,83350,-16249,-53845
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Change on year,20100,number of people,134249,138677,221034,-82358,-4428,54661,149601,227566,-77964,-94940
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.3,55.9,4.3,41.7,,73.7,70.5,4.4,26.3
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.2,-0.1,-0.1,,0.3,0.4,-0.1,-0.3
2017-06-01,Apr 2017-Jun 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.5,-0.6,-0.2,,0.5,0.9,-0.6,-0.5
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Level,20100,number of people,52716252,33549940,32065221,1484721,19166312,41148528,32370134,30904336,1465799,8778394
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Change on quarter,20100,number of people,68055,76430,119208,-42775,-8375,25831,109429,157448,-48016,-83598
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Change on year,20100,number of people,281753,159987,318508,-158520,121766,110350,205556,364778,-159221,-95206
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.6,60.8,4.4,36.4,,78.7,75.1,4.5,21.3
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.1,-0.1,-0.1,,0.2,0.3,-0.2,-0.2
2017-06-01,Apr 2017-Jun 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.3,-0.5,0,,0.3,0.7,-0.5,-0.3
2017-07-01,May 2017-Jul 2017,Male,London,Level,20100,number of people,3437784,2617957,2498599,119359,819827,2983836,2539170,2420424,118746,444666
2017-07-01,May 2017-Jul 2017,Male,London,Change on quarter,20100,number of people,4961,7153,27728,-20574,-2192,2805,23987,42477,-18490,-21182
2017-07-01,May 2017-Jul 2017,Male,London,Change on year,20100,number of people,19928,3116,35605,-32488,16812,11233,4931,36232,-31301,6302
2017-07-01,May 2017-Jul 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,76.2,72.7,4.6,23.8,,85.1,81.1,4.7,14.9
2017-07-01,May 2017-Jul 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.7,-0.8,-0.1,,0.7,1.3,-0.8,-0.7
2017-07-01,May 2017-Jul 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,0.6,-1.2,0.4,,-0.2,0.9,-1.2,0.2
2017-07-01,May 2017-Jul 2017,Female,London,Level,20100,number of people,3507028,2209424,2084025,125399,1297604,2953420,2151285,2026726,124560,802135
2017-07-01,May 2017-Jul 2017,Female,London,Change on quarter,20100,number of people,3868,39495,51459,-11963,-35627,1505,42198,56300,-14101,-40693
2017-07-01,May 2017-Jul 2017,Female,London,Change on year,20100,number of people,14816,69305,77665,-8360,-54489,5358,62228,70701,-8473,-56870
2017-07-01,May 2017-Jul 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63,59.4,5.7,37,,72.8,68.6,5.8,27.2
2017-07-01,May 2017-Jul 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.1,1.4,-0.7,-1.1,,1.4,1.9,-0.8,-1.4
2017-07-01,May 2017-Jul 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.7,2,-0.6,-1.7,,2,2.3,-0.6,-2
2017-07-01,May 2017-Jul 2017,Total,London,Level,20100,number of people,6944812,4827381,4582623,244758,2117431,5937256,4690455,4447150,243306,1246801
2017-07-01,May 2017-Jul 2017,Total,London,Change on quarter,20100,number of people,8829,46648,79185,-32537,-37819,4310,66185,98777,-32591,-61875
2017-07-01,May 2017-Jul 2017,Total,London,Change on year,20100,number of people,34744,72421,113269,-40848,-37677,16591,67158,106934,-39774,-50567
2017-07-01,May 2017-Jul 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.5,66,5.1,30.5,,79,74.9,5.2,21
2017-07-01,May 2017-Jul 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,1.1,-0.7,-0.6,,1.1,1.6,-0.8,-1.1
2017-07-01,May 2017-Jul 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.7,1.3,-0.9,-0.7,,0.9,1.6,-0.9,-0.9
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Level,20100,number of people,25777237,17800941,17009809,791132,7976296,20449759,17080435,16305069,775366,3369324
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Change on quarter,20100,number of people,34881,3980,46519,-42539,30901,12340,29511,76862,-47350,-17171
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Change on year,20100,number of people,140183,-24955,88420,-113374,165138,49512,5880,126608,-120726,43632
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.1,66,4.4,30.9,,83.5,79.7,4.5,16.5
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.1,-0.2,0.1,,0.1,0.3,-0.3,-0.1
2017-07-01,May 2017-Jul 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,0,-0.6,0.5,,-0.2,0.4,-0.7,0.2
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Level,20100,number of people,26961591,15789265,15123354,665909,11172326,20707395,15327941,14671502,656441,5379454
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Change on quarter,20100,number of people,32741,110679,130983,-20304,-77938,13191,118856,146937,-28082,-105665
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Change on year,20100,number of people,130780,201103,265863,-64761,-70323,52276,196731,261825,-65094,-144455
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.6,56.1,4.2,41.4,,74,70.9,4.3,26
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.4,-0.2,-0.3,,0.5,0.7,-0.2,-0.5
2017-07-01,May 2017-Jul 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.7,-0.5,-0.5,,0.8,1.1,-0.5,-0.8
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Level,20100,number of people,52738828,33590206,32133167,1457040,19148622,41157154,32408375,30976570,1431806,8748779
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Change on quarter,20100,number of people,67622,114658,177506,-62848,-47036,25531,148364,223800,-75435,-122833
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Change on year,20100,number of people,270963,176149,354286,-178137,94814,101788,202608,388435,-185823,-100820
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.7,60.9,4.3,36.3,,78.7,75.3,4.4,21.3
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.3,-0.2,-0.1,,0.3,0.5,-0.3,-0.3
2017-07-01,May 2017-Jul 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.4,-0.6,0,,0.3,0.8,-0.6,-0.3
2017-08-01,Jun 2017-Aug 2017,Male,London,Level,20100,number of people,3442652,2617978,2505880,112097,824674,2987939,2539438,2427839,111600,448501
2017-08-01,Jun 2017-Aug 2017,Male,London,Change on quarter,20100,number of people,8180,-9697,11520,-21218,17877,5998,3176,23266,-20090,2822
2017-08-01,Jun 2017-Aug 2017,Male,London,Change on year,20100,number of people,23126,-1438,32904,-34342,24564,14425,339,33980,-33639,14086
2017-08-01,Jun 2017-Aug 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,76,72.8,4.3,24,,85,81.3,4.4,15
2017-08-01,Jun 2017-Aug 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,0.2,-0.8,0.5,,-0.1,0.6,-0.8,0.1
2017-08-01,Jun 2017-Aug 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,0.5,-1.3,0.6,,-0.4,0.7,-1.3,0.4
2017-08-01,Jun 2017-Aug 2017,Female,London,Level,20100,number of people,3510769,2203607,2082717,120890,1307162,2956418,2148047,2032612,115435,808371
2017-08-01,Jun 2017-Aug 2017,Female,London,Change on quarter,20100,number of people,6256,25965,30133,-4168,-19709,3935,32388,45639,-13251,-28453
2017-08-01,Jun 2017-Aug 2017,Female,London,Change on year,20100,number of people,17440,75530,98488,-22958,-58090,8038,61042,83968,-22926,-53004
2017-08-01,Jun 2017-Aug 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,62.8,59.3,5.5,37.2,,72.7,68.8,5.4,27.3
2017-08-01,Jun 2017-Aug 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.8,-0.3,-0.6,,1,1.5,-0.7,-1
2017-08-01,Jun 2017-Aug 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.8,2.5,-1.3,-1.8,,1.9,2.7,-1.3,-1.9
2017-08-01,Jun 2017-Aug 2017,Total,London,Level,20100,number of people,6953421,4821585,4588597,232987,2131836,5944357,4687485,4460451,227034,1256872
2017-08-01,Jun 2017-Aug 2017,Total,London,Change on quarter,20100,number of people,14436,16269,41653,-25386,-1833,9933,35564,68905,-33341,-25631
2017-08-01,Jun 2017-Aug 2017,Total,London,Change on year,20100,number of people,40566,74092,131392,-57301,-33526,22463,61382,117948,-56566,-38919
2017-08-01,Jun 2017-Aug 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.3,66,4.8,30.7,,78.9,75,4.8,21.1
2017-08-01,Jun 2017-Aug 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.5,-0.5,-0.1,,0.5,1,-0.8,-0.5
2017-08-01,Jun 2017-Aug 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.7,1.5,-1.3,-0.7,,0.7,1.7,-1.3,-0.7
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Level,20100,number of people,25791274,17782698,17002396,780300,8008576,20455096,17050824,16287002,763821,3404272
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Change on quarter,20100,number of people,37001,-24245,18546,-42797,61246,13414,-16510,32893,-49405,29924
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Change on year,20100,number of people,142193,-79027,41261,-120288,221220,50503,-48503,81973,-130475,99006
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,68.9,65.9,4.4,31.1,,83.4,79.6,4.5,16.6
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0,-0.2,0.2,,-0.1,0.1,-0.3,0.1
2017-08-01,Jun 2017-Aug 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.7,-0.2,-0.7,0.7,,-0.4,0.2,-0.8,0.4
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Level,20100,number of people,26971445,15773566,15101538,672028,11197879,20709734,15307576,14643503,664069,5402158
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Change on quarter,20100,number of people,31554,80897,74954,5940,-49343,10960,81537,79728,1803,-70577
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Change on year,20100,number of people,130077,156224,251924,-95700,-26147,50601,167318,261945,-94631,-116717
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.5,56,4.3,41.5,,73.9,70.7,4.3,26.1
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.2,0,-0.2,,0.4,0.3,0,-0.4
2017-08-01,Jun 2017-Aug 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.7,-0.7,-0.3,,0.6,1.1,-0.7,-0.6
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Level,20100,number of people,52762719,33556265,32103935,1452328,19206454,41164830,32358398,30930504,1427896,8806432
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Change on quarter,20100,number of people,68555,56651,93503,-36856,11904,24374,65021,112620,-47597,-40647
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Change on year,20100,number of people,272270,77198,293184,-215988,195072,101104,118815,343917,-225101,-17711
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.6,60.8,4.3,36.4,,78.6,75.1,4.4,21.4
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.1,-0.1,0,,0.1,0.2,-0.2,-0.1
2017-08-01,Jun 2017-Aug 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0.2,-0.7,0.2,,0.1,0.7,-0.7,-0.1
2017-09-01,Jul 2017-Sep 2017,Male,London,Level,20100,number of people,3447443,2603353,2479811,123542,844090,2991963,2519855,2397730,122125,472108
2017-09-01,Jul 2017-Sep 2017,Male,London,Change on quarter,20100,number of people,11340,-25447,-22178,-3268,36787,9099,-24734,-20392,-4342,33833
2017-09-01,Jul 2017-Sep 2017,Male,London,Change on year,20100,number of people,26300,-9277,2700,-11977,35577,17533,-11799,291,-12089,29332
2017-09-01,Jul 2017-Sep 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,75.5,71.9,4.7,24.5,,84.2,80.1,4.8,15.8
2017-09-01,Jul 2017-Sep 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1,-0.9,-0.1,1,,-1.1,-0.9,-0.1,1.1
2017-09-01,Jul 2017-Sep 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.9,-0.5,-0.4,0.9,,-0.9,-0.5,-0.5,0.9
2017-09-01,Jul 2017-Sep 2017,Female,London,Level,20100,number of people,3514557,2193697,2081756,111941,1320860,2959518,2130554,2022212,108343,828964
2017-09-01,Jul 2017-Sep 2017,Female,London,Change on quarter,20100,number of people,8844,2098,24363,-22265,6746,6629,-2561,25080,-27640,9190
2017-09-01,Jul 2017-Sep 2017,Female,London,Change on year,20100,number of people,19939,69041,88090,-19049,-49102,10620,47348,67535,-20187,-36728
2017-09-01,Jul 2017-Sep 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,62.4,59.2,5.1,37.6,,72,68.3,5.1,28
2017-09-01,Jul 2017-Sep 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.5,-1,0.1,,-0.2,0.7,-1.3,0.2
2017-09-01,Jul 2017-Sep 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.6,2.2,-1.1,-1.6,,1.3,2,-1.1,-1.3
2017-09-01,Jul 2017-Sep 2017,Total,London,Level,20100,number of people,6962000,4797050,4561567,235483,2164950,5951481,4650409,4419942,230467,1301072
2017-09-01,Jul 2017-Sep 2017,Total,London,Change on quarter,20100,number of people,20184,-23349,2185,-25534,43533,15728,-27295,4688,-31983,43023
2017-09-01,Jul 2017-Sep 2017,Total,London,Change on year,20100,number of people,46239,59764,90790,-31026,-13525,28153,35549,67826,-32277,-7396
2017-09-01,Jul 2017-Sep 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,68.9,65.5,4.9,31.1,,78.1,74.3,5,21.9
2017-09-01,Jul 2017-Sep 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.2,-0.5,0.5,,-0.7,-0.1,-0.7,0.7
2017-09-01,Jul 2017-Sep 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.4,0.9,-0.7,-0.4,,0.2,0.8,-0.7,-0.2
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Level,20100,number of people,25804973,17748116,16978381,769734,8056857,20460437,17010950,16254600,756347,3449487
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Change on quarter,20100,number of people,39306,-76792,-31735,-45055,116098,14801,-96413,-51091,-45324,111214
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Change on year,20100,number of people,144098,-61506,52686,-114193,205604,51626,-31522,88083,-119609,83148
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,68.8,65.8,4.3,31.2,,83.1,79.4,4.4,16.9
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.2,-0.2,0.4,,-0.5,-0.3,-0.2,0.5
2017-09-01,Jul 2017-Sep 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.2,-0.6,0.6,,-0.4,0.2,-0.7,0.4
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Level,20100,number of people,26981919,15744078,15084762,659316,11237841,20712751,15278800,14628136,650667,5433951
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Change on quarter,20100,number of people,31334,19045,29659,-10615,12289,9859,16028,29491,-13460,-6169
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Change on year,20100,number of people,129779,125780,200074,-74294,3999,49320,143680,217763,-74081,-94360
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.4,55.9,4.2,41.6,,73.8,70.6,4.3,26.2
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0,-0.1,0,,0,0.1,-0.1,0
2017-09-01,Jul 2017-Sep 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.5,-0.5,-0.2,,0.5,0.9,-0.5,-0.5
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Level,20100,number of people,52786892,33492193,32063141,1429049,19294699,41173188,32289751,30882737,1407014,8883437
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Change on quarter,20100,number of people,70640,-57747,-2080,-55672,128387,24660,-80383,-21599,-58785,105043
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Change on year,20100,number of people,273877,64270,252757,-188489,209607,100946,112158,305848,-193689,-11212
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.4,60.7,4.3,36.6,,78.4,75,4.4,21.6
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.1,-0.2,0.2,,-0.2,-0.1,-0.2,0.2
2017-09-01,Jul 2017-Sep 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0.2,-0.6,0.2,,0.1,0.6,-0.6,-0.1
2017-10-01,Aug 2017-Oct 2017,Male,London,Level,20100,number of people,3452359,2616750,2492116,124634,835609,2996106,2533906,2411757,122149,462200
2017-10-01,Aug 2017-Oct 2017,Male,London,Change on quarter,20100,number of people,14575,-1207,-6483,5275,15782,12270,-5264,-8667,3403,17534
2017-10-01,Aug 2017-Oct 2017,Male,London,Change on year,20100,number of people,29594,11911,21568,-9657,17683,20775,9060,20302,-11241,11715
2017-10-01,Aug 2017-Oct 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,75.8,72.2,4.8,24.2,,84.6,80.5,4.8,15.4
2017-10-01,Aug 2017-Oct 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.5,0.2,0.4,,-0.5,-0.6,0.1,0.5
2017-10-01,Aug 2017-Oct 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,0,-0.4,0.3,,-0.3,0.1,-0.5,0.3
2017-10-01,Aug 2017-Oct 2017,Female,London,Level,20100,number of people,3518474,2194919,2084821,110099,1323555,2962669,2130196,2026980,103216,832473
2017-10-01,Aug 2017-Oct 2017,Female,London,Change on quarter,20100,number of people,11446,-14505,796,-15300,25951,9249,-21089,254,-21344,30338
2017-10-01,Aug 2017-Oct 2017,Female,London,Change on year,20100,number of people,22675,56683,76603,-19919,-34008,13386,36921,55731,-18811,-23535
2017-10-01,Aug 2017-Oct 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,62.4,59.3,5,37.6,,71.9,68.4,4.8,28.1
2017-10-01,Aug 2017-Oct 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.2,-0.7,0.6,,-0.9,-0.2,-0.9,0.9
2017-10-01,Aug 2017-Oct 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.2,1.8,-1.1,-1.2,,0.9,1.6,-1,-0.9
2017-10-01,Aug 2017-Oct 2017,Total,London,Level,20100,number of people,6970833,4811670,4576937,234733,2159163,5958775,4664102,4438737,225365,1294673
2017-10-01,Aug 2017-Oct 2017,Total,London,Change on quarter,20100,number of people,26021,-15711,-5686,-10025,41732,21519,-26353,-8413,-17941,47872
2017-10-01,Aug 2017-Oct 2017,Total,London,Change on year,20100,number of people,52269,68595,98171,-29577,-16326,34161,45981,76033,-30052,-11820
2017-10-01,Aug 2017-Oct 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69,65.7,4.9,31,,78.3,74.5,4.8,21.7
2017-10-01,Aug 2017-Oct 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.3,-0.2,0.5,,-0.7,-0.4,-0.4,0.7
2017-10-01,Aug 2017-Oct 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.9,-0.7,-0.5,,0.3,0.9,-0.7,-0.3
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Level,20100,number of people,25818979,17744857,16967484,777374,8074122,20465876,17013899,16251552,762346,3451977
